Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1
07c2b995-5619-4d82-8b55-e4cdf96f94d1,,ÁCIDO URSODESOXICÓLICO 250 mg - Tableta,00d9cb0c-4aef-4614-ab38-a9978e3d62e1,bd1e9059-62b4-4967-a804-a63eda4f8657,250 mg,
