Uuid,Void/Retire,Name,Description,Parent,Address 1,Address 2,Address 3,Address 4,Address 5,Address 6,City/Village,County/District,State/Province,Postal Code,Country,Attribute|07c79e2a-b4e8-4100-9210-6f87bc9b77c9,Attribute|5fd2b028-5b40-4c85-9a65-01a7ea2cde2b,_order:1100
35d2234e-129a-4c40-abb2-1ae0b72c1602,FALSE,Hospital Santa Clotilde,Establecimiento de salud principal que brinda servicios integrales de atención en la región Napo de Loreto.,,LORETO,,,,,,SANTA CLOTILDE,NAPO,MAYNAS,,PERU,965 336 199,00000066,
