Uuid,Void/Retire,Fully specified name:es,Fully specified name:en,Description:es,Data class,Data type,_version:1,_order:1003
00d9cb0c-4aef-4614-ab38-a9978e3d62e1,,ÁCIDO URSODESOXICÓLICO,Ursodeoxycholic acid,Principio activo del catálogo clínico SIHSALUS. Presentación documentada en el Petitorio Farmacológico de EsSalud: 010450038.,Drug,N/A,,
