Uuid,Concept Numeric uuid,Label,Absolute low,Critical low,Normal low,Normal high,Critical high,Absolute high,Criteria
9abe5a84-1216-4e7f-b73b-ab3baf95e9dd,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 1 - <2 yrs,0,46,47,49,50,65,$patient.getAge() >= 1 && $patient.getAge() < 2
752c2f71-ee06-41be-ab15-d4464503e6cf,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 2 - <6 yrs,0,47,48,51,52,65,$patient.getAge() >= 2 && $patient.getAge() < 6
a2987d82-c105-4615-adef-169cfbeb78db,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 6 - <13 yrs,0,49,50,54,55,65,$patient.getAge() >= 6 && $patient.getAge() < 13
a2e31012-93d0-423c-9c4a-3702e4b2f23e,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 13 - <16 yrs,0,53,54,56,57,65,$patient.getAge() >= 13 && $patient.getAge() < 16
32b158da-7bc2-4c20-8a4f-f9095dfe3e67,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 16 - <18 yrs,0,53,54,56,57,65,$patient.getAge() >= 16 && $patient.getAge() < 18
ebd886b6-7202-4583-b4f6-afbf424ec24b,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 0 - <6 wks,0,29,30,34,35,,$patient.getAgeInWeeks() < 6
a36b6e97-e01f-48c6-884e-6bd76485580d,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 6 - <1 yrs,0,41,42,45,46,,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
47c8956d-5c68-46d7-b204-60022925f80e,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 1 - <2 yrs,0,44,45,47,48,,$patient.getAge() >= 1 && $patient.getAge() < 2
9c97f79d-f8f2-4f81-bf74-15aa29d6ba09,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 2 - <6 yrs,0,45,46,50,51,,$patient.getAge() >= 2 && $patient.getAge() < 6
71fcbf85-59b6-485b-b8fe-bf4854296c69,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 6 - <13 yrs,0,47,48,52,53,,$patient.getAge() >= 6 && $patient.getAge() < 13
82beb5a7-de7e-498e-aabf-a306b892ef4c,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico 13 - <16 yrs,0,49,50,54,55,,$patient.getAge() >= 13 && $patient.getAge() < 16
30796f2b-ee1e-4c66-b17d-8f9f10a58f15,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico mujer 16 - <18 yrs,0,53,54,56,57,,"$patient.getAge() >= 16 && $patient.getAge() < 18 && $patient.getGender().equals(""F"")"
2677a3ed-9fd9-4bd7-9fba-0b46f41a2816,911eb398-e7de-4270-af63-e4c615ec22a9,Perimetro toracico hombre 16 - <18 yrs,0,55,56,58,59,,"$patient.getAge() >= 16 && $patient.getAge() < 18 && $patient.getGender().equals(""M"")"
1559b474-7746-4702-9078-f2abf661096c,4bcdcee3-54c2-4368-a5cf-733e9c25fe50,Altura uterina  gestante 14 - <28 wks,,10,12,26,31,,"$patient.getGender().equals(""F"") && $fn.isEnrolledInProgram(""3cb4ffd6-1b67-4c52-8398-4bf9844a415e"", $patient, $date) && {$fn.getLatestObs(""1e35f0dd-3bbb-4b45-96fd-2fc590c1b385"", $patient)}.?[#this != null && #this.getValueNumeric() != null && #this.getValueNumeric() >= 14 && #this.getValueNumeric() < 28].size() == 1"
b64f06f5-bfc1-4c4b-83e9-075d21cc52ce,4bcdcee3-54c2-4368-a5cf-733e9c25fe50,Altura uterina  gestante 28 - <40 wks,,26,28,36,41,,"$patient.getGender().equals(""F"") && $fn.isEnrolledInProgram(""3cb4ffd6-1b67-4c52-8398-4bf9844a415e"", $patient, $date) && {$fn.getLatestObs(""1e35f0dd-3bbb-4b45-96fd-2fc590c1b385"", $patient)}.?[#this != null && #this.getValueNumeric() != null && #this.getValueNumeric() >= 28 && #this.getValueNumeric() < 40].size() == 1"
0422c9d5-d495-4373-ab23-5ed788a93732,98a61b6b-15d3-4064-893c-96e4d8e90bbd,Ganancia de peso gestante 0 - <14 wks,,0,0.5,2,7,,"$patient.getGender().equals(""F"") && $fn.isEnrolledInProgram(""3cb4ffd6-1b67-4c52-8398-4bf9844a415e"", $patient, $date) && {$fn.getLatestObs(""1e35f0dd-3bbb-4b45-96fd-2fc590c1b385"", $patient)}.?[#this != null && #this.getValueNumeric() != null && #this.getValueNumeric() >= 0 && #this.getValueNumeric() < 14].size() == 1"
32565d01-3d59-4f07-a46b-c97a4acbe703,98a61b6b-15d3-4064-893c-96e4d8e90bbd,Ganancia de peso gestante 14 - <28 wks,,0,2,6,11,,"$patient.getGender().equals(""F"") && $fn.isEnrolledInProgram(""3cb4ffd6-1b67-4c52-8398-4bf9844a415e"", $patient, $date) && {$fn.getLatestObs(""1e35f0dd-3bbb-4b45-96fd-2fc590c1b385"", $patient)}.?[#this != null && #this.getValueNumeric() != null && #this.getValueNumeric() >= 14 && #this.getValueNumeric() < 28].size() == 1"
e938cfa3-d0d8-4bc3-a6db-283990dc4399,98a61b6b-15d3-4064-893c-96e4d8e90bbd,Ganancia de peso gestante 28 - <40 wks,,4,6,12,17,,"$patient.getGender().equals(""F"") && $fn.isEnrolledInProgram(""3cb4ffd6-1b67-4c52-8398-4bf9844a415e"", $patient, $date) && {$fn.getLatestObs(""1e35f0dd-3bbb-4b45-96fd-2fc590c1b385"", $patient)}.?[#this != null && #this.getValueNumeric() != null && #this.getValueNumeric() >= 28 && #this.getValueNumeric() < 40].size() == 1"
36e70d80-9528-4d57-8ef4-f426249b6834,b1fb2d14-92ec-4fda-90e5-40f3227c9c65,Frecuencia cardiaca fetal gestante 0 - <14 wks,40,108,110,160,165,250,"$patient.getGender().equals(""F"") && $fn.isEnrolledInProgram(""3cb4ffd6-1b67-4c52-8398-4bf9844a415e"", $patient, $date) && {$fn.getLatestObs(""1e35f0dd-3bbb-4b45-96fd-2fc590c1b385"", $patient)}.?[#this != null && #this.getValueNumeric() != null && #this.getValueNumeric() >= 0 && #this.getValueNumeric() < 14].size() == 1"
36e40633-51b7-4a6c-88d8-16e32fea1b49,b1fb2d14-92ec-4fda-90e5-40f3227c9c65,Frecuencia cardiaca fetal gestante 14 - <28 wks,40,118,120,160,165,250,"$patient.getGender().equals(""F"") && $fn.isEnrolledInProgram(""3cb4ffd6-1b67-4c52-8398-4bf9844a415e"", $patient, $date) && {$fn.getLatestObs(""1e35f0dd-3bbb-4b45-96fd-2fc590c1b385"", $patient)}.?[#this != null && #this.getValueNumeric() != null && #this.getValueNumeric() >= 14 && #this.getValueNumeric() < 28].size() == 1"
1342611f-759d-496f-8733-3e2179217ce4,b1fb2d14-92ec-4fda-90e5-40f3227c9c65,Frecuencia cardiaca fetal gestante 28 - <40 wks,40,118,120,160,165,250,"$patient.getGender().equals(""F"") && $fn.isEnrolledInProgram(""3cb4ffd6-1b67-4c52-8398-4bf9844a415e"", $patient, $date) && {$fn.getLatestObs(""1e35f0dd-3bbb-4b45-96fd-2fc590c1b385"", $patient)}.?[#this != null && #this.getValueNumeric() != null && #this.getValueNumeric() >= 28 && #this.getValueNumeric() < 40].size() == 1"
